,AWAY_TEAM_ABBREVIATION,GAME_ID,AWAY_STL,AWAY_BLK,AWAY_PF,AWAY_PLUS_MINUS,HOME_TEAM_ABBREVIATION,HOME_STL,HOME_BLK,HOME_PF,HOME_PLUS_MINUS,HOME_OFF_RATING,HOME_DEF_RATING,HOME_AST_TOV,HOME_AST_RATIO,HOME_OREB_PCT,HOME_DREB_PCT,HOME_REB_PCT,HOME_TM_TOV_PCT,HOME_TS_PCT,HOME_PACE,HOME_PIE,AWAY_OFF_RATING,AWAY_DEF_RATING,AWAY_AST_TOV,AWAY_AST_RATIO,AWAY_OREB_PCT,AWAY_DREB_PCT,AWAY_REB_PCT,AWAY_TM_TOV_PCT,AWAY_TS_PCT,AWAY_E_PACE,AWAY_PACE,AWAY_PIE,HomeWin
108,ORL,21600109,2,5,19,-16,MIN,8,5,23,16,133.7,115.1,3.86,20.4,0.326,0.692,0.526,7.6,0.625,92.5,0.598,115.1,133.7,2.22,15.7,0.308,0.674,0.474,9.7,0.545,95.32,92.5,0.402,1
109,PHI,21600110,11,6,21,-7,IND,9,6,17,7,115.1,106.5,1.56,17.9,0.205,0.717,0.485,15.1,0.617,96.91,0.562,106.5,115.1,1.35,16.0,0.283,0.795,0.515,15.7,0.556,98.79,96.91,0.438,1
110,ATL,21600111,8,7,20,8,CHI,14,3,21,-8,115.0,108.1,1.04,16.9,0.429,0.722,0.594,23.0,0.606,99.5,0.552,108.1,115.0,1.71,17.4,0.278,0.571,0.406,14.1,0.534,105.56,99.5,0.448,0
111,OKC,21600112,6,5,21,-10,TOR,10,6,24,10,105.2,116.7,0.86,14.2,0.356,0.738,0.54,21.6,0.582,96.5,0.431,116.7,105.2,1.92,19.1,0.262,0.644,0.46,13.5,0.604,98.16,96.5,0.569,1
112,PHX,21600113,7,6,20,7,DET,11,5,24,-7,98.0,105.9,1.67,14.8,0.276,0.68,0.463,11.8,0.485,101.5,0.444,105.9,98.0,1.11,14.8,0.32,0.724,0.537,17.8,0.55,105.64,101.5,0.556,0
113,HOU,21600114,7,4,24,2,SAS,14,5,15,-2,106.3,105.3,1.25,18.8,0.311,0.731,0.536,21.1,0.576,94.5,0.485,105.3,106.3,2.2,17.0,0.269,0.689,0.464,10.6,0.509,98.44,94.5,0.515,0
114,POR,21600115,4,3,23,-31,LAC,9,7,15,31,116.8,85.1,3.43,18.1,0.296,0.759,0.536,7.4,0.547,94.5,0.711,85.1,116.8,1.14,12.9,0.241,0.704,0.464,14.9,0.425,95.84,94.5,0.289,1
115,DAL,21600116,10,2,20,-21,GSW,3,5,22,21,105.6,128.9,2.86,16.0,0.304,,,7.8,0.483,90.0,0.398,128.9,105.6,2.2,25.1,,0.696,,16.7,0.693,93.0,90.0,0.602,1
116,NOP,21600117,9,7,19,6,MIL,4,5,20,-6,106.0,113.1,2.09,16.9,0.302,0.765,0.529,11.0,0.52,99.5,0.46,113.1,106.0,2.2,16.6,0.235,0.698,0.471,10.1,0.555,100.94,99.5,0.54,0
117,MIA,21600118,8,5,19,-3,CHI,7,2,12,3,106.5,103.3,1.5,14.1,0.365,0.673,0.523,13.0,0.501,92.0,0.532,103.3,106.5,1.69,17.0,0.327,0.635,0.477,14.1,0.502,95.7,92.0,0.468,1
118,DEN,21600119,7,3,18,-24,GSW,15,6,18,24,102.0,125.0,1.37,17.7,0.39,0.725,0.525,19.2,0.498,99.5,0.339,125.0,102.0,2.2,23.3,0.275,0.61,0.475,15.0,0.666,101.64,99.5,0.661,1
119,LAL,21600120,8,2,19,10,SAC,13,3,19,-10,103.1,91.9,0.86,14.7,,0.755,,21.4,0.603,98.5,0.548,91.9,103.1,1.2,14.2,0.245,,,15.2,0.485,99.24,98.5,0.452,0
120,PHI,21600121,7,6,21,4,IND,14,3,28,-4,99.1,101.9,1.77,17.1,0.1,0.698,0.408,12.3,0.535,96.45,0.489,101.9,99.1,1.2,16.7,0.302,0.9,0.592,18.7,0.547,96.8,96.45,0.511,0
121,WAS,21600122,7,5,21,-11,CLE,9,6,21,11,108.2,97.9,1.07,12.5,0.315,0.725,0.514,15.5,0.539,96.5,0.53,97.9,108.2,1.07,12.7,0.275,0.685,0.486,15.6,0.493,99.9,96.5,0.47,1
122,CHA,21600123,1,4,16,-2,TOR,8,5,21,2,114.4,116.5,1.83,16.0,,,,12.4,0.536,97.0,0.467,116.5,114.4,3.6,14.7,,,,5.2,0.567,97.12,97.0,0.533,1
123,ORL,21600124,11,6,18,-13,UTA,9,7,18,13,81.3,96.7,1.08,11.7,0.189,,,13.2,0.428,90.5,0.394,96.7,81.3,1.27,15.6,,0.811,,16.7,0.494,90.7,90.5,0.606,1
124,NYK,21600125,7,11,26,-28,BOS,16,3,18,28,112.7,84.5,1.44,15.5,0.367,0.587,0.48,15.7,0.528,102.5,0.664,84.5,112.7,0.76,13.1,0.413,0.633,0.52,24.3,0.429,105.7,102.5,0.336,1
125,LAC,21600126,9,3,20,2,OKC,3,1,27,-2,110.0,109.1,1.8,13.9,0.273,0.72,0.486,10.0,0.542,99.5,0.534,109.1,110.0,1.24,15.6,0.28,0.727,0.514,17.2,0.56,102.38,99.5,0.466,0
126,DET,21600127,2,4,14,-10,SAS,8,2,13,10,100.0,110.3,1.08,12.5,,0.729,,15.1,0.504,86.5,0.402,110.3,100.0,3.0,19.8,0.271,,,9.2,0.537,88.3,86.5,0.598,1
127,POR,21600128,8,4,24,2,SAC,7,3,21,-2,117.3,115.4,2.23,20.7,0.2,0.625,0.419,12.5,0.623,94.19,0.518,115.4,117.3,1.2,13.2,0.375,0.8,0.581,14.4,0.58,94.77,94.19,0.482,0
128,NOP,21600129,4,5,10,-27,LAL,8,5,17,27,131.3,102.1,3.6,25.2,0.262,0.745,0.536,10.4,0.649,96.5,0.626,102.1,131.3,2.0,15.6,0.255,0.738,0.464,10.3,0.503,96.72,96.5,0.374,1
129,IND,21600130,9,9,22,-6,BOS,7,7,21,6,110.5,104.2,1.57,16.9,0.362,0.623,0.5,14.7,0.555,95.0,0.562,104.2,110.5,1.21,13.1,0.377,0.638,0.5,14.7,0.503,97.42,95.0,0.438,1
130,NYK,21600131,3,2,23,-11,TOR,10,6,20,11,105.9,118.0,1.19,13.7,0.375,,,15.8,0.514,100.5,0.409,118.0,105.9,1.64,14.0,,0.625,,11.0,0.592,101.38,100.5,0.591,1
131,ATL,21600132,10,6,14,21,PHI,14,4,20,-21,117.0,96.0,1.94,20.9,0.346,,,16.0,0.578,100.0,0.623,96.0,117.0,1.11,15.9,,0.654,,19.0,0.523,101.48,100.0,0.377,0
132,CHI,21600133,7,6,20,11,WAS,3,7,22,-11,111.6,97.9,2.1,15.1,0.35,0.709,0.522,10.5,0.491,96.0,0.556,97.9,111.6,1.58,14.6,0.291,0.65,0.478,12.4,0.48,100.46,96.0,0.444,0
133,HOU,21600134,6,4,19,-6,SAS,6,11,19,6,107.5,112.8,1.57,16.4,0.351,,,15.1,0.509,93.5,0.428,112.8,107.5,1.75,17.6,,0.649,,12.8,0.612,96.4,93.5,0.572,1
134,LAC,21600135,7,4,19,14,MIN,11,3,31,-14,124.0,109.4,1.79,19.0,0.359,0.667,0.533,14.6,0.645,96.0,0.591,109.4,124.0,2.0,18.9,0.333,0.641,0.467,13.5,0.534,96.76,96.0,0.409,0
135,MIA,21600136,5,4,17,-11,UTA,5,4,19,11,97.8,110.9,2.33,17.6,0.146,,,9.7,0.509,92.5,0.462,110.9,97.8,1.33,10.9,,0.854,,9.8,0.571,93.36,92.5,0.538,1
136,MEM,21600137,8,4,26,-10,MIL,9,5,20,10,101.1,111.6,1.54,16.6,0.182,0.838,0.481,13.7,0.55,95.0,0.436,111.6,101.1,1.43,17.0,0.162,0.818,0.519,14.7,0.632,95.04,95.0,0.564,1
137,DET,21600138,11,1,16,11,DEN,6,4,14,-11,104.4,116.5,0.94,12.2,0.4,0.63,0.51,17.6,0.514,91.0,0.414,116.5,104.4,2.56,17.9,0.37,0.6,0.49,9.9,0.551,94.26,91.0,0.586,0
138,PHX,21600139,9,3,20,-18,BKN,6,10,19,18,113.0,97.2,1.29,16.2,0.17,0.704,0.492,15.7,0.628,107.5,0.606,97.2,113.0,1.92,15.2,0.296,0.83,0.508,11.2,0.447,109.72,107.5,0.394,1
139,CHA,21600140,7,3,19,-7,CLE,3,8,13,7,102.2,109.9,4.6,17.9,0.25,0.69,0.466,5.5,0.464,91.0,0.45,109.9,102.2,2.78,18.9,0.31,0.75,0.534,9.9,0.507,95.44,91.0,0.55,1
140,ORL,21600141,4,7,20,2,OKC,4,6,19,-2,121.9,124.0,2.0,16.1,0.392,0.738,0.548,11.5,0.566,96.0,0.467,124.0,121.9,2.4,18.6,0.262,0.608,0.452,10.4,0.628,99.62,96.0,0.533,0
141,LAL,21600142,6,5,31,-26,MIN,10,4,19,26,100.0,127.6,0.94,13.7,,0.761,,17.2,0.588,98.5,0.358,127.6,100.0,2.8,20.5,0.239,,,10.2,0.635,97.84,98.5,0.642,1
142,PHX,21600143,10,3,29,-13,GSW,8,7,20,13,123.1,112.1,2.0,21.5,0.25,0.804,0.533,14.8,0.661,107.5,0.571,112.1,123.1,2.08,19.1,0.196,0.75,0.467,12.1,0.591,107.54,107.5,0.429,1
143,DEN,21600144,4,6,25,-7,POR,8,8,23,7,100.0,108.7,0.61,8.3,0.368,0.714,0.55,17.1,0.506,104.0,0.448,108.7,100.0,2.63,14.8,0.286,0.632,0.45,7.8,0.495,106.42,104.0,0.552,1
144,ORL,21600145,3,5,17,-19,IND,9,9,14,19,92.6,73.4,2.44,17.5,0.182,0.772,0.482,9.5,0.466,94.5,0.689,73.4,92.6,0.75,10.2,0.228,0.818,0.518,17.0,0.385,96.56,94.5,0.311,1
145,DAL,21600146,8,7,16,-16,NYK,5,5,16,16,86.5,104.5,1.15,12.8,0.273,,,14.6,0.433,89.0,0.393,104.5,86.5,1.06,14.9,,0.727,,19.1,0.541,89.88,89.0,0.607,1
146,OKC,21600147,3,6,21,-16,DET,4,9,14,16,105.1,88.9,2.5,18.7,0.204,0.746,0.5,10.1,0.525,99.0,0.645,88.9,105.1,1.07,12.4,0.254,0.796,0.5,15.2,0.45,102.36,99.0,0.355,1
147,NOP,21600148,9,4,17,1,BOS,9,0,27,-1,101.9,102.9,1.58,14.1,0.268,0.729,0.481,11.7,0.506,103.0,0.443,102.9,101.9,0.94,12.5,0.255,0.737,0.519,16.5,0.559,104.32,103.0,0.557,0
148,HOU,21600149,6,10,19,27,PHI,10,7,17,-27,118.6,89.8,1.11,14.7,0.385,0.719,0.56,18.6,0.584,97.5,0.609,89.8,118.6,1.38,14.0,0.281,0.615,0.44,13.3,0.451,100.48,97.5,0.391,0
149,SAS,21600150,4,7,15,4,MIA,14,8,23,-4,95.7,100.0,1.69,17.2,0.25,0.627,0.437,13.8,0.483,94.0,0.473,100.0,95.7,1.41,17.8,0.373,0.75,0.563,18.1,0.501,96.56,94.0,0.527,0
150,MEM,21600151,4,2,26,6,UTA,8,1,27,-6,118.6,111.6,0.81,11.2,0.442,0.775,0.602,18.6,0.583,86.0,0.505,111.6,118.6,1.89,15.6,0.225,0.558,0.398,10.5,0.581,87.56,86.0,0.495,0
151,LAC,21600152,17,6,22,32,BKN,6,2,21,-32,96.0,129.6,0.82,14.2,,0.714,,22.2,0.548,98.5,0.309,129.6,96.0,2.67,22.3,0.286,,,12.2,0.64,100.96,98.5,0.691,0
152,TOR,21600153,11,5,25,-4,CLE,4,7,18,4,123.5,118.2,1.53,18.8,0.302,0.712,0.526,17.3,0.635,98.5,0.533,118.2,123.5,3.0,17.7,0.288,0.698,0.474,8.1,0.563,101.12,98.5,0.467,1
153,ATL,21600154,14,4,13,3,MIA,11,7,23,-3,94.9,91.8,0.86,14.1,0.239,0.593,0.43,21.4,0.526,98.0,0.58,91.8,94.9,0.57,9.9,0.407,0.761,0.57,23.5,0.473,102.26,98.0,0.42,0
154,MIN,21600155,4,5,19,-7,CHA,10,6,17,7,116.2,110.2,1.92,19.6,0.184,0.642,0.451,13.1,0.641,98.5,0.584,110.2,116.2,1.39,17.7,0.358,0.816,0.549,18.4,0.55,100.46,98.5,0.416,1
155,CHI,21600156,7,4,19,25,POR,8,4,18,-25,113.0,88.9,1.6,11.7,0.39,0.758,0.584,10.0,0.512,99.5,0.639,88.9,113.0,1.55,13.0,0.242,0.61,0.416,11.1,0.428,100.12,99.5,0.361,0
156,BKN,21600157,8,6,27,-7,LAL,9,2,17,7,109.3,115.7,1.64,15.9,,0.672,,13.0,0.547,108.0,0.447,115.7,109.3,2.0,16.3,0.328,,,11.1,0.563,110.86,108.0,0.553,1
157,PHI,21600158,6,1,26,7,WAS,8,1,26,-7,112.4,105.2,1.76,22.4,0.205,0.679,0.484,17.5,0.629,97.0,0.6,105.2,112.4,1.64,13.7,0.321,0.795,0.516,11.3,0.5,100.34,97.0,0.4,0
158,ORL,21600159,7,7,15,7,NOP,5,9,16,-7,85.4,91.8,1.06,14.9,0.245,0.732,0.495,18.8,0.454,96.5,0.474,91.8,85.4,1.42,13.6,0.268,0.755,0.505,12.4,0.462,97.36,96.5,0.526,0
159,CLE,21600160,3,5,16,-10,IND,8,12,16,10,94.9,107.3,1.06,14.4,0.327,,,18.4,0.491,97.0,0.403,107.3,94.9,2.2,17.9,,0.673,,10.4,0.567,98.82,97.0,0.597,1
160,DAL,21600161,9,3,19,-7,BOS,6,3,17,7,100.0,92.2,0.95,14.6,0.378,0.84,0.621,21.1,0.523,90.0,0.566,92.2,100.0,1.78,14.2,0.16,0.622,0.379,10.0,0.475,91.76,90.0,0.434,1
161,NYK,21600162,8,9,11,3,DET,6,1,14,-3,113.3,115.4,1.73,15.8,,0.611,,12.2,0.565,90.5,0.469,115.4,113.3,2.67,17.9,0.389,,,9.9,0.518,92.32,90.5,0.531,0
162,MIL,21600163,9,2,25,-7,ATL,6,8,17,7,107.0,99.0,1.81,22.2,0.103,0.629,0.426,16.0,0.625,100.5,0.605,99.0,107.0,1.67,17.1,0.371,0.897,0.574,14.9,0.472,102.28,100.5,0.395,1
163,HOU,21600164,10,4,10,-2,OKC,7,7,15,2,102.0,102.9,1.56,18.0,0.259,0.841,0.52,15.8,0.525,101.5,0.48,102.9,102.0,1.56,19.1,0.159,0.741,0.48,15.7,0.582,101.66,101.5,0.52,1
164,TOR,21600165,8,1,22,-6,GSW,9,7,25,6,124.5,118.6,2.75,22.9,0.209,0.644,0.432,11.8,0.639,102.0,0.552,118.6,124.5,1.07,12.2,0.356,0.791,0.568,14.7,0.605,103.18,102.0,0.448,1
165,PHX,21600166,8,4,29,-16,DEN,8,4,24,16,121.2,106.1,1.64,16.4,0.38,0.766,0.567,14.1,0.579,98.5,0.628,106.1,121.2,0.88,11.5,0.234,0.62,0.433,16.3,0.567,102.16,98.5,0.372,1
166,MEM,21600167,6,2,22,4,LAC,13,7,19,-4,113.8,118.1,1.88,12.6,0.234,0.651,0.433,8.5,0.558,94.0,0.478,118.1,113.8,1.41,18.3,0.349,0.766,0.567,18.1,0.614,97.16,94.0,0.522,0
167,SAC,21600168,5,3,17,-5,SAS,11,7,21,5,107.1,112.2,1.24,16.5,0.268,0.787,0.545,17.3,0.586,98.0,0.468,112.2,107.1,2.64,21.4,0.213,0.732,0.455,11.2,0.576,97.06,98.0,0.532,1
168,WAS,21600169,7,2,21,7,NYK,9,1,20,-7,115.5,120.2,1.44,17.2,0.319,0.744,0.512,16.5,0.591,98.0,0.456,120.2,115.5,1.63,19.9,0.256,0.681,0.488,16.2,0.669,99.36,98.0,0.544,0
169,MIA,21600170,5,8,18,23,MIL,4,8,20,-23,106.7,82.0,2.38,14.3,0.397,0.733,0.561,8.9,0.452,89.5,0.626,82.0,106.7,1.33,15.9,0.267,0.603,0.439,16.9,0.402,95.48,89.5,0.374,0
170,POR,21600171,6,4,19,-17,HOU,6,6,17,17,126.0,109.0,2.0,17.9,0.346,,,13.0,0.594,100.0,0.571,109.0,126.0,1.85,17.6,,0.654,,13.0,0.549,102.12,100.0,0.429,1
171,MIN,21600172,7,8,19,24,PHI,9,2,17,-24,119.6,92.5,1.38,14.5,,0.667,,14.1,0.593,92.5,0.658,92.5,119.6,0.88,12.2,0.333,,,18.3,0.471,93.58,92.5,0.342,0
172,UTA,21600173,4,3,14,-8,CHI,7,6,16,8,96.6,86.5,1.0,7.1,0.328,0.771,0.528,9.1,0.438,88.5,0.498,86.5,96.6,0.85,10.2,0.229,0.672,0.472,14.6,0.457,89.1,88.5,0.502,1
173,CHA,21600174,11,4,16,4,ATL,9,6,18,-4,98.0,101.0,1.47,18.7,0.245,0.75,0.514,17.3,0.525,98.5,0.505,101.0,98.0,2.27,18.3,0.25,0.755,0.486,11.1,0.497,102.02,98.5,0.495,0
174,DET,21600175,5,4,15,-23,CLE,4,8,14,23,109.5,85.3,2.0,20.3,0.209,0.754,0.537,13.7,0.583,95.0,0.658,85.3,109.5,3.29,17.5,0.246,0.791,0.463,7.4,0.398,97.48,95.0,0.342,1
175,IND,21600176,5,8,19,-20,PHX,14,7,28,20,100.0,119.6,1.0,14.4,0.268,0.547,0.426,18.8,0.541,96.5,0.418,119.6,100.0,1.75,15.2,0.453,0.732,0.574,12.4,0.553,97.84,96.5,0.582,1
176,NOP,21600177,9,12,21,12,POR,2,1,21,-12,116.5,105.2,3.44,23.7,,0.661,,9.3,0.622,96.5,0.633,105.2,116.5,1.36,14.3,0.339,,,14.6,0.508,99.62,96.5,0.367,0
177,BKN,21600178,6,2,19,-19,OKC,9,5,24,19,102.9,122.8,1.19,14.5,0.26,0.61,0.418,15.7,0.546,101.5,0.374,122.8,102.9,1.44,16.6,0.39,0.74,0.582,15.8,0.623,105.38,101.5,0.626,1
178,GSW,21600179,10,7,20,16,BOS,6,3,12,-16,90.7,108.3,1.46,15.4,0.208,0.776,0.48,13.4,0.482,96.5,0.39,108.3,90.7,3.0,23.7,0.224,0.792,0.52,11.5,0.546,97.32,96.5,0.61,0
179,DAL,21600180,3,7,14,-16,MEM,7,3,25,16,71.1,90.9,0.53,8.3,0.236,,,18.9,0.387,89.0,0.337,90.9,71.1,1.23,14.4,,0.764,,14.8,0.486,88.98,89.0,0.663,1
180,TOR,21600181,8,2,25,2,DEN,7,4,26,-2,100.0,101.8,1.53,19.6,,,,17.1,0.554,100.53,0.546,101.8,100.0,2.09,16.2,,,,9.9,0.525,100.89,100.53,0.454,0
181,LAL,21600182,6,1,21,-9,SAS,8,6,18,9,112.6,122.1,1.71,17.9,0.346,,,14.7,0.556,95.0,0.414,122.1,112.6,2.5,23.4,,0.654,,12.6,0.672,95.3,95.0,0.586,1
182,LAC,21600183,7,6,24,6,SAC,7,4,24,-6,121.0,115.0,1.93,20.5,0.179,0.673,0.462,14.0,0.665,100.0,0.571,115.0,121.0,1.4,15.3,0.327,0.821,0.538,15.0,0.567,103.68,100.0,0.429,0
183,HOU,21600184,8,3,16,9,UTA,3,5,17,-9,118.1,108.5,5.6,20.6,0.255,,,5.3,0.54,94.0,0.519,108.5,118.1,1.57,18.4,,0.745,,14.9,0.611,95.14,94.0,0.481,0
184,NOP,21600185,9,6,23,5,CHA,7,5,21,-5,105.5,108.0,1.93,18.9,0.246,0.789,0.508,13.6,0.531,100.53,0.473,108.0,105.5,2.25,18.2,0.211,0.754,0.492,10.7,0.555,102.94,100.53,0.527,0
185,MIA,21600186,6,7,21,3,WAS,9,2,22,-3,118.8,116.8,1.24,15.6,,0.667,,17.7,0.591,95.5,0.507,116.8,118.8,1.83,16.6,0.333,,,12.6,0.562,97.06,95.5,0.493,0
186,ORL,21600187,6,8,21,8,DAL,8,5,16,-8,91.6,99.0,0.93,11.2,0.17,0.667,0.398,14.7,0.489,95.5,0.415,99.0,91.6,0.85,13.6,0.333,0.83,0.602,20.8,0.542,97.78,95.5,0.585,0
187,DET,21600188,5,4,13,-2,BOS,3,7,13,2,106.8,102.2,2.75,18.4,0.2,,,9.1,0.525,89.0,0.504,102.2,106.8,3.14,18.0,,0.8,,7.8,0.494,88.76,89.0,0.496,1
188,PHI,21600189,11,9,23,15,PHX,11,7,19,-15,113.2,99.1,1.74,22.5,0.244,0.724,0.515,17.9,0.633,106.0,0.613,99.1,113.2,1.2,12.9,0.276,0.756,0.485,14.2,0.491,108.88,106.0,0.387,0
189,MEM,21600190,8,7,19,22,MIN,5,5,25,-22,105.7,80.7,1.5,12.7,0.327,0.844,0.574,11.4,0.502,88.0,0.69,80.7,105.7,0.84,14.7,0.156,0.673,0.426,21.6,0.482,88.7,88.0,0.31,0
190,GSW,21600191,8,5,25,3,MIL,7,1,23,-3,125.3,121.0,2.5,19.9,0.404,0.667,0.52,12.1,0.568,99.5,0.495,121.0,125.3,2.08,19.3,0.333,0.596,0.48,13.0,0.605,103.04,99.5,0.505,0
191,CHI,21600192,7,4,20,-7,LAC,6,2,20,7,108.0,114.6,1.21,14.3,,0.69,,15.9,0.542,88.5,0.465,114.6,108.0,1.54,16.7,0.31,,,14.6,0.585,87.84,88.5,0.535,1
192,ATL,21600193,7,6,15,-10,NYK,8,1,23,10,97.9,107.2,1.31,13.3,0.281,0.729,0.486,13.5,0.481,96.5,0.451,107.2,97.9,1.4,16.1,0.271,0.719,0.514,15.5,0.552,97.46,96.5,0.549,1
193,POR,21600194,4,7,30,20,BKN,5,3,20,-20,109.0,127.7,2.2,15.9,0.279,0.737,0.455,10.0,0.511,100.5,0.389,127.7,109.0,1.53,17.4,0.263,0.721,0.545,14.9,0.684,103.44,100.5,0.611,0
194,IND,21600195,13,2,20,4,OKC,10,7,23,-4,102.7,100.0,1.05,15.6,0.302,0.667,0.496,19.6,0.56,100.98,0.523,100.0,102.7,1.4,17.8,0.333,0.698,0.504,18.0,0.51,101.23,100.98,0.477,0
195,SAC,21600196,8,8,18,3,TOR,7,6,21,-3,109.7,106.5,1.86,19.7,0.255,0.654,0.465,15.1,0.554,93.0,0.548,106.5,109.7,1.07,12.6,0.346,0.745,0.535,16.1,0.518,98.28,93.0,0.452,0
196,UTA,21600197,3,6,22,-14,DEN,4,3,19,14,115.4,100.0,3.44,22.3,0.302,0.709,0.509,9.9,0.529,91.0,0.595,100.0,115.4,1.5,12.5,0.291,0.698,0.491,11.0,0.478,93.66,91.0,0.405,1
197,LAL,21600198,11,3,19,-8,CHI,6,3,16,8,114.6,108.9,1.5,18.7,0.391,0.792,0.606,17.5,0.594,102.0,0.555,108.9,114.6,2.6,18.8,0.208,0.609,0.394,9.9,0.538,101.78,102.0,0.445,1
198,MIA,21600199,7,6,22,-7,PHI,8,5,25,7,104.4,111.0,1.13,12.8,,0.698,,16.7,0.469,90.5,0.419,111.0,104.4,1.4,17.1,0.302,,,16.5,0.582,94.56,90.5,0.581,1
199,PHX,21600200,3,7,24,-5,WAS,8,4,19,5,100.0,103.9,1.05,15.6,0.346,0.672,0.522,20.8,0.517,101.5,0.478,103.9,100.0,2.08,17.5,0.328,0.654,0.478,11.8,0.5,104.78,101.5,0.522,1
200,CHA,21600201,6,9,13,-15,MEM,7,8,24,15,100.0,119.3,1.82,16.9,0.255,0.717,0.484,12.2,0.514,89.0,0.446,119.3,100.0,2.4,19.1,0.283,0.745,0.516,11.4,0.574,93.0,89.0,0.554,1
201,IND,21600202,5,4,23,-37,GSW,9,10,17,37,116.5,81.4,2.58,21.1,0.327,0.714,0.549,11.7,0.576,102.5,0.783,81.4,116.5,1.0,9.7,0.286,0.673,0.451,12.7,0.383,105.18,102.5,0.217,1
202,DET,21600203,7,3,20,-3,HOU,4,6,20,3,101.1,104.2,1.36,14.6,0.333,0.659,0.48,14.7,0.492,95.0,0.449,104.2,101.1,1.22,16.9,0.341,0.667,0.52,18.9,0.551,97.72,95.0,0.551,1
203,ORL,21600204,8,5,18,-4,MIL,16,9,22,4,93.9,89.9,1.79,18.6,,0.66,,14.1,0.488,99.0,0.511,89.9,93.9,0.84,15.7,0.34,,,25.3,0.508,102.4,99.0,0.489,1
204,BOS,21600205,5,4,21,6,MIN,5,4,19,-6,103.1,95.9,1.67,16.4,0.17,0.661,0.437,12.5,0.549,96.5,0.519,95.9,103.1,1.53,17.0,0.339,0.83,0.563,15.5,0.479,96.08,96.5,0.481,0
205,SAS,21600206,9,1,18,5,DAL,10,3,23,-5,100.0,105.5,0.94,13.8,,0.773,,18.7,0.55,91.0,0.441,105.5,100.0,1.71,19.4,0.227,,,15.4,0.558,90.9,91.0,0.559,0
206,LAC,21600207,5,4,24,8,TOR,10,2,31,-8,120.6,111.7,1.53,17.6,,,,14.7,0.665,102.5,0.558,111.7,120.6,1.73,15.3,,,,10.7,0.611,101.28,102.5,0.442,0
207,POR,21600208,5,5,13,-4,NYK,8,5,23,4,105.9,103.0,2.0,18.8,0.275,0.725,0.5,12.9,0.538,100.5,0.526,103.0,105.9,1.13,13.7,0.275,0.725,0.5,16.0,0.529,102.48,100.5,0.474,1
208,NOP,21600209,11,9,16,18,ATL,5,6,15,-18,97.9,116.7,1.47,17.4,0.213,,,15.6,0.526,96.0,0.393,116.7,97.9,2.64,22.1,,0.787,,11.5,0.613,97.84,96.0,0.607,0
209,CHI,21600210,6,11,18,-3,DEN,5,6,14,3,109.2,113.4,3.14,16.7,0.264,0.65,0.469,7.1,0.52,97.5,0.493,113.4,109.2,2.6,18.1,0.35,0.736,0.531,10.3,0.512,100.2,97.5,0.507,1
210,OKC,21600211,11,6,14,-2,LAL,8,7,17,2,112.1,111.2,1.47,18.9,0.262,0.667,0.478,17.2,0.616,98.5,0.488,111.2,112.1,1.81,20.4,0.333,0.738,0.522,16.3,0.563,101.44,98.5,0.512,1
211,MEM,21600212,13,9,28,5,PHI,9,10,32,-5,92.0,87.6,1.6,16.2,0.206,0.672,0.435,13.3,0.475,93.52,0.538,87.6,92.0,0.89,15.6,0.328,0.794,0.565,23.9,0.48,98.35,93.52,0.462,0
212,CHA,21600213,3,3,16,-5,SAS,9,8,18,5,118.8,122.7,1.88,21.0,0.362,,,16.7,0.588,96.5,0.472,122.7,118.8,2.8,21.1,,0.638,,10.3,0.628,98.86,96.5,0.528,1
213,ORL,21600214,9,8,19,-5,PHX,6,7,20,5,91.6,96.8,1.55,13.2,0.306,0.837,0.524,11.6,0.43,95.0,0.437,96.8,91.6,0.88,13.1,0.163,0.694,0.476,17.9,0.556,97.4,95.0,0.563,1
214,POR,21600215,6,6,23,-12,CLE,6,3,15,12,141.2,128.9,2.73,21.0,0.348,0.75,0.544,11.3,0.672,97.0,0.534,128.9,141.2,3.0,20.1,0.25,0.652,0.456,9.3,0.635,101.12,97.0,0.466,1
215,ATL,21600216,11,7,18,11,IND,15,5,20,-11,99.0,86.7,0.77,12.7,0.373,0.774,0.577,22.7,0.507,97.5,0.589,86.7,99.0,0.8,12.7,0.226,0.627,0.423,20.4,0.471,101.42,97.5,0.411,0
216,BKN,21600217,7,7,12,-19,BOS,13,6,22,19,90.2,109.9,0.95,13.6,0.273,0.741,0.505,18.6,0.481,101.5,0.395,109.9,90.2,1.86,18.4,0.259,0.727,0.495,13.9,0.547,104.6,101.5,0.605,1
217,DET,21600218,8,7,19,23,MIA,5,4,22,-23,112.6,89.4,1.57,17.2,,0.804,,14.7,0.582,94.5,0.67,89.4,112.6,1.36,15.7,0.196,,,14.9,0.476,95.6,94.5,0.33,0
218,TOR,21600219,14,7,15,13,HOU,6,7,22,-13,103.0,117.3,1.04,20.7,0.35,0.646,0.511,28.3,0.612,98.5,0.431,117.3,103.0,1.75,19.8,0.354,0.65,0.489,16.3,0.591,99.26,98.5,0.569,0
219,DAL,21600220,7,3,24,-20,LAC,11,4,17,20,105.1,125.3,1.44,17.6,,0.766,,16.2,0.566,99.0,0.41,125.3,105.1,2.6,19.3,0.234,,,10.1,0.629,100.28,99.0,0.59,1
